system:index,area,class,id,year,.geo
0_00000000000000000030_0_0,0.2004426560752716,'Formação Florestal',49,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000030_0_1,0.07890716633588,'Mosaico de Agricultura ou Pastagem',49,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000030_0_2,0.050305346508789,'Restinga Florestal',49,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000030_0_0,0.2004426560752716,'Formação Florestal',49,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000030_0_1,0.0700052057239008,'Mosaico de Agricultura ou Pastagem',49,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000030_0_2,0.0592073071207682,'Restinga Florestal',49,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000030_0_0,0.2004426560752716,'Formação Florestal',49,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000030_0_1,0.062708799168725,'Mosaico de Agricultura ou Pastagem',49,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000030_0_2,0.0665037136759439,'Restinga Florestal',49,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000030_0_0,0.2004426560752716,'Formação Florestal',49,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000030_0_1,0.062708799168725,'Mosaico de Agricultura ou Pastagem',49,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000030_0_2,0.0665037136759439,'Restinga Florestal',49,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00000000000000000030_0_0,0.2051545443670531,'Formação Florestal',49,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00000000000000000030_0_1,0.0579969108769435,'Mosaico de Agricultura ou Pastagem',49,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00000000000000000030_0_2,0.0665037136759439,'Restinga Florestal',49,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00000000000000000030_0_0,0.2148831729070922,'Formação Florestal',49,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00000000000000000030_0_1,0.0319554432990579,'Mosaico de Agricultura ou Pastagem',49,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00000000000000000030_0_2,0.0828165527137905,'Restinga Florestal',49,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000030_0_0,0.2148831729070922,'Formação Florestal',49,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000030_0_1,0.0319554432990579,'Mosaico de Agricultura ou Pastagem',49,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000030_0_2,0.0828165527137905,'Restinga Florestal',49,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000030_0_0,0.2148831729070922,'Formação Florestal',49,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000030_0_1,0.0319554432990579,'Mosaico de Agricultura ou Pastagem',49,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000030_0_2,0.0828165527137905,'Restinga Florestal',49,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000030_0_0,0.2192961734870459,'Formação Florestal',49,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000030_0_1,0.0275424427191042,'Mosaico de Agricultura ou Pastagem',49,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000030_0_2,0.0828165527137905,'Restinga Florestal',49,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000030_0_0,0.2334124761625398,'Formação Florestal',49,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000030_0_1,0.0126154245284735,'Mosaico de Agricultura ou Pastagem',49,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000030_0_2,0.0836272682289272,'Restinga Florestal',49,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
