system:index,area,class,id,year,.geo
0_0000000000000000000b_0_0,0.0242231958625344,'Formação Florestal',12,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000000b_0_1,0.0119638831988166,'Área Úmida Natural não Florestal',12,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000000b_0_2,0.2698833622479606,'Formação Campestre',12,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000000b_0_3,0.1578654700985179,'Pastagem',12,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000000b_0_4,0.0145365490346871,'Mosaico de Agricultura ou Pastagem',12,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000000b_0_0,0.0242231958625344,'Formação Florestal',12,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000000b_0_1,0.0119638831988166,'Área Úmida Natural não Florestal',12,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000000b_0_2,0.2698833622479606,'Formação Campestre',12,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000000b_0_3,0.1600702036520565,'Pastagem',12,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000000b_0_4,0.0123318154811485,'Mosaico de Agricultura ou Pastagem',12,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000000b_0_0,0.0249591397302964,'Formação Florestal',12,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000000b_0_1,0.0112279393310546,'Área Úmida Natural não Florestal',12,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000000b_0_2,0.1795865222536574,'Formação Campestre',12,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000000b_0_3,0.2551790673890359,'Pastagem',12,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000000b_0_4,0.0075197917384727,'Mosaico de Agricultura ou Pastagem',12,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0000000000000000000b_0_0,0.0249591397302964,'Formação Florestal',12,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0000000000000000000b_0_1,0.0088219559936523,'Área Úmida Natural não Florestal',12,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0000000000000000000b_0_2,0.1659529350954544,'Formação Campestre',12,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0000000000000000000b_0_3,0.2712186378846415,'Pastagem',12,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0000000000000000000b_0_4,0.0075197917384727,'Mosaico de Agricultura ou Pastagem',12,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0000000000000000000b_0_0,0.0249591397302964,'Formação Florestal',12,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0000000000000000000b_0_1,0.0070512647829541,'Área Úmida Natural não Florestal',12,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0000000000000000000b_0_2,0.1548793398104799,'Formação Campestre',12,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0000000000000000000b_0_3,0.2795875258032709,'Pastagem',12,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0000000000000000000b_0_4,0.0063813016436408,'Mosaico de Agricultura ou Pastagem',12,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0000000000000000000b_0_5,0.005613888671875,'Outras Lavouras Temporárias',12,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
